"course","female","ethnicity","first_gen","lowincome","grade","high_school_gpa","id_var","treatment_flag"
"Entry Bio",0,"Underrep Student of Color",0,0,2.3,3.64829100685697,2399,"Control"
"Entry Bio",1,"White",0,0,0,3.91419500521213,2400,"Control"
"Entry Bio",0,"White",0,0,2,3.97316482995752,2401,"Control"
"Entry Bio",1,"White",0,0,2.3,3.51513510378895,2402,"Control"
"Entry Bio",1,"White",0,0,0.7,3.37445278413944,2403,"Control"
"Entry Bio",1,"White",0,0,1,3.81242971800898,2404,"Control"
"Entry Bio",1,"White",0,1,1.7,3.55970295263525,2405,"Control"
"Entry Bio",0,"White",0,0,3,3.3536259052191,2406,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2,3.47784226573684,2407,"Control"
"Entry Bio",1,"White",0,0,0,3.40430633810421,2408,"Control"
"Entry Bio",1,"Asian",0,0,4,3.84792392624993,2409,"Control"
"Entry Bio",1,"White",0,0,2,3.79349520392604,2410,"Control"
"Entry Bio",0,"Asian",0,0,3,3.31746087219309,2411,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1,3.51943425970207,2412,"Control"
"Entry Bio",1,"White",0,1,3,3.57981062624738,2413,"Control"
"Entry Bio",1,"White",1,0,2.7,3.44795911207797,2414,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1,2.98014288853563,2415,"Control"
"Entry Bio",1,"White",0,0,3.7,3.98752646132516,2416,"Control"
"Entry Bio",1,"Other",0,1,3.7,3.34154073997627,2417,"Control"
"Entry Bio",0,"White",0,0,4,3.64456806405553,2418,"Control"
"Entry Bio",0,"White",0,0,2,3.09767095499747,2419,"Control"
"Entry Bio",0,"White",0,0,2.7,3.9324206242514,2420,"Control"
"Entry Bio",0,"White",0,0,3.3,3.94764877823303,2421,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2,3.49141542655543,2422,"Control"
"Entry Bio",1,"White",0,0,2.7,3.9354216656989,2423,"Control"
"Entry Bio",0,"White",0,1,3.3,3.54130803750897,2424,"Control"
"Entry Bio",1,"White",0,0,0,3.43614013593698,2425,"Control"
"Entry Bio",0,"White",0,0,2,3.8588085936801,2426,"Control"
"Entry Bio",1,"White",0,1,1,3.88226599042976,2427,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3.3,3.59253103398143,2428,"Control"
"Entry Bio",1,"White",0,0,2.3,3.4939813694666,2429,"Control"
"Entry Bio",0,"White",0,0,4,3.93307311226904,2430,"Control"
"Entry Bio",1,"White",0,1,4,3.71362530089811,2431,"Control"
"Entry Bio",0,"Other",0,0,2,3.02525092480362,2432,"Control"
"Entry Bio",0,"Other",0,1,3.3,3.93615921007138,2433,"Control"
"Entry Bio",1,"White",0,0,4,3.70951255101638,2434,"Control"
"Entry Bio",0,"Asian",0,1,0,3.45402143782399,2435,"Control"
"Entry Bio",1,"Other",0,0,3.3,3.80890866665478,2436,"Control"
"Entry Bio",1,"White",0,0,0,3.60146537078552,2437,"Control"
"Entry Bio",0,"White",0,0,4,3.75092371772069,2438,"Control"
"Entry Bio",0,"White",0,1,2.3,3.5920313425937,2439,"Control"
"Entry Bio",0,"White",0,0,2.3,3.5089456141204,2440,"Control"
"Entry Bio",0,"Asian",0,0,3,3.76396771371787,2441,"Control"
"Entry Bio",1,"Other",0,0,4,3.8131466982051,2442,"Control"
"Entry Bio",1,"White",0,0,0,3.14865243785998,2443,"Control"
"Entry Bio",1,"White",0,0,1.3,3.58821640287166,2444,"Control"
"Entry Bio",0,"Other",0,0,3,3.96157208828119,2445,"Control"
"Entry Bio",0,"Asian",0,0,1,3.80503574681898,2446,"Control"
"Entry Bio",0,"White",0,0,3.7,2.99011898099381,2447,"Control"
"Entry Bio",0,"White",0,0,1.3,3.03792845031509,2448,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,4,3.55193643545909,2449,"Control"
"Entry Bio",0,"White",0,1,3,3.59896140077666,2450,"Control"
"Entry Bio",1,"White",0,0,4,3.41776510895832,2451,"Control"
"Entry Bio",1,"White",0,0,3,3.97201873773822,2452,"Control"
"Entry Bio",0,"White",0,0,2.7,3.94425692206141,2453,"Control"
"Entry Bio",0,"Other",0,0,3.3,3.34768922762891,2454,"Control"
"Entry Bio",1,"White",0,0,2.3,3.39074137164677,2455,"Control"
"Entry Bio",0,"Asian",0,1,2.7,3.5330192696098,2456,"Control"
"Entry Bio",0,"White",0,0,4,3.79216743682513,2457,"Control"
"Entry Bio",0,"White",0,0,4,3.62753733842299,2458,"Control"
"Entry Bio",0,"White",0,0,0,3.88295907553448,2459,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.3,3.89182474658936,2460,"Control"
"Entry Bio",0,"Asian",0,0,2.7,3.50925198261041,2461,"Control"
"Entry Bio",1,"White",0,0,3,3.78787460396618,2462,"Control"
"Entry Bio",0,"White",0,0,2,3.73744059872784,2463,"Control"
"Entry Bio",1,"White",1,1,1.3,3.72949871680227,2464,"Control"
"Entry Bio",0,"White",0,0,3,3.79680695169607,2465,"Control"
"Entry Bio",1,"White",0,0,2.3,3.850745513576,2466,"Control"
"Entry Bio",1,"White",1,0,3,3.87731828188365,2467,"Control"
"Entry Bio",1,"White",0,0,3,3.9890353710592,2468,"Control"
"Entry Bio",0,"White",0,0,2.7,3.61298208241206,2469,"Control"
"Entry Bio",0,"White",0,0,2,3.69541992996611,2470,"Control"
"Entry Bio",1,"White",0,1,2,3.89085644136371,2471,"Control"
"Entry Bio",0,"White",0,0,3.3,3.0695006327279,2472,"Control"
"Entry Bio",0,"White",0,0,2.3,3.69308271752971,2473,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3,3.41730991230786,2474,"Control"
"Entry Bio",0,"White",0,0,3,3.84359287480246,2475,"Control"
"Entry Bio",1,"White",0,0,4,3.65990732600072,2476,"Control"
"Entry Bio",1,"Underrep Student of Color",0,1,2,3.64457272059444,2477,"Control"
"Entry Bio",1,"Asian",0,1,1,3.69668550803839,2478,"Control"
"Entry Bio",1,"White",0,0,0.7,3.39350292057131,2479,"Control"
"Entry Bio",0,"Underrep Student of Color",1,0,0.7,3.99572949692958,2480,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.7,3.56913525717877,2481,"Control"
"Entry Bio",0,"White",0,1,4,3.21048566576269,2482,"Control"
"Entry Bio",0,"White",0,0,2,3.89681435282839,2483,"Control"
"Entry Bio",0,"White",0,0,2,3.28183660901316,2484,"Control"
"Entry Bio",0,"Other",0,0,3.3,3.94384834951888,2485,"Control"
"Entry Bio",0,"Other",0,0,1,3.44150961914064,2486,"Control"
"Entry Bio",1,"White",0,1,2.7,3.48070332842461,2487,"Control"
"Entry Bio",1,"White",0,0,3,3.5876478339232,2488,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.7,3.42110124898216,2489,"Control"
"Entry Bio",0,"White",0,1,1.7,2.74139666622061,2490,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,4,3.41929752983673,2491,"Control"
"Entry Bio",1,"White",0,0,3,3.92750224703484,2492,"Control"
"Entry Bio",0,"White",0,0,3,3.97806566164303,2493,"Control"
"Entry Bio",0,"White",0,0,0,3.19939765568164,2494,"Control"
"Entry Bio",1,"White",0,0,1,3.55698949936256,2495,"Control"
"Entry Bio",0,"White",0,0,2,3.55626801511725,2496,"Control"
"Entry Bio",0,"White",0,0,2.7,3.43689371860408,2497,"Control"
"Entry Bio",1,"White",0,0,2.3,3.91158681505123,2498,"Control"
"Entry Bio",0,"White",0,0,1.3,3.6687624772388,2499,"Control"
"Entry Bio",1,"White",0,0,0.7,3.69736690961492,2500,"Control"
"Entry Bio",0,"Other",0,0,2,3.47272418767824,2501,"Control"
"Entry Bio",0,"White",0,0,1,3.81856687193951,2502,"Control"
"Entry Bio",1,"White",0,0,2,3.42274896160289,2503,"Control"
"Entry Bio",0,"Asian",0,0,3.7,3.89831811103175,2504,"Control"
"Entry Bio",0,"White",0,0,1.7,3.25265502205524,2505,"Control"
"Entry Bio",1,"Other",0,0,3,3.75333279940493,2506,"Control"
"Entry Bio",0,"Other",0,0,3.7,3.52154713540471,2507,"Control"
"Entry Bio",0,"Other",0,0,2.3,2.96687603648323,2508,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2,3.54052777830622,2509,"Control"
"Entry Bio",0,"White",0,0,1.3,3.45774853894625,2510,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3.7,3.29607499719972,2511,"Control"
"Entry Bio",0,"Other",0,0,3.3,3.37625674758514,2512,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2,3.92273013744114,2513,"Control"
"Entry Bio",1,"White",1,0,2.3,3.20354752302111,2514,"Control"
"Entry Bio",1,"White",0,0,1.7,3.65235885771203,2515,"Control"
"Entry Bio",0,"Asian",0,0,2,3.88454485208964,2516,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,4,3.82073202557479,2517,"Control"
"Entry Bio",0,"White",0,0,1,3.33001991786025,2518,"Control"
"Entry Bio",0,"White",0,0,2.7,3.55442049453472,2519,"Control"
"Entry Bio",0,"Asian",0,0,4,3.49210798962622,2520,"Control"
"Entry Bio",0,"White",0,1,3,3.53925694178321,2521,"Control"
"Entry Bio",1,"White",0,0,3,3.47463128369054,2522,"Control"
"Entry Bio",1,"White",0,1,4,3.61057074948372,2523,"Control"
"Entry Bio",0,"White",0,0,3.3,3.3879589977187,2524,"Control"
"Entry Bio",1,"White",0,0,3.3,3.71817410407129,2525,"Control"
"Entry Bio",1,"White",0,1,3.7,3.44242329380969,2526,"Control"
"Entry Bio",0,"White",0,0,2,3.95044965375601,2527,"Control"
"Entry Bio",0,"White",0,1,3,3.7786855642026,2528,"Control"
"Entry Bio",0,"Asian",1,0,3,3.49638928029226,2529,"Control"
"Entry Bio",0,"White",0,0,3.3,3.26845312144813,2530,"Control"
"Entry Bio",1,"Asian",0,0,3,3.63261649142434,2531,"Control"
"Entry Bio",1,"White",0,0,3,3.85972745887681,2532,"Control"
"Entry Bio",1,"White",1,0,4,3.15557409898141,2533,"Control"
"Entry Bio",0,"Other",0,0,3,3.7072388912971,2534,"Control"
"Entry Bio",0,"White",0,0,2,3.55988716931089,2535,"Control"
"Entry Bio",1,"Underrep Student of Color",0,1,3,3.50108068559177,2536,"Control"
"Entry Bio",1,"White",0,0,3,3.83907668705925,2537,"Control"
"Entry Bio",0,"White",0,0,3,3.83073802110453,2538,"Control"
"Entry Bio",1,"Other",0,0,2,3.85921611838701,2539,"Control"
"Entry Bio",0,"Other",0,0,4,3.6698085447075,2540,"Control"
"Entry Bio",0,"White",0,0,2,3.90613149891174,2541,"Control"
"Entry Bio",1,"White",0,0,3,3.86617227468052,2542,"Control"
"Entry Bio",1,"White",1,1,1.3,3.3822206950706,2543,"Control"
"Entry Bio",0,"White",0,0,1.3,3.88489543657407,2544,"Control"
"Entry Bio",0,"White",1,0,1,3.30488224472378,2545,"Control"
"Entry Bio",1,"White",0,0,2.3,3.35667807393272,2546,"Control"
"Entry Bio",0,"White",0,0,2.3,3.54944535728899,2547,"Control"
"Entry Bio",0,"White",0,0,0,3.67079278331639,2548,"Control"
"Entry Bio",0,"White",0,0,2,3.58065458399812,2549,"Control"
"Entry Bio",1,"White",1,0,2,3.9824950892207,2550,"Control"
"Entry Bio",0,"White",0,0,2,3.647843372535,2551,"Control"
"Entry Bio",0,"White",0,0,4,3.67108296387621,2552,"Control"
"Entry Bio",0,"White",0,0,0,3.41532440164225,2553,"Control"
"Entry Bio",1,"White",0,0,3,3.54571144662651,2554,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.7,3.92019760461166,2555,"Control"
"Entry Bio",0,"Asian",0,0,2,3.74715199127173,2556,"Control"
"Entry Bio",1,"White",1,1,2,3.6767810374268,2557,"Control"
"Entry Bio",0,"White",0,0,3,3.56335663663275,2558,"Control"
"Entry Bio",1,"White",0,0,1,3.78555679375614,2559,"Control"
"Entry Bio",1,"Other",0,1,4,3.8871938623142,2560,"Control"
"Entry Bio",1,"White",0,1,4,3.94450666340954,2561,"Control"
"Entry Bio",1,"Asian",0,0,3,3.07898347427325,2562,"Control"
"Entry Bio",0,"White",0,0,2.7,3.29869789110041,2563,"Control"
"Entry Bio",1,"White",0,0,2,3.59307980507498,2564,"Control"
"Entry Bio",1,"White",0,0,1.7,3.50142701756396,2565,"Control"
"Entry Bio",1,"White",0,0,1.7,3.43109675789335,2566,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3,3.5349812278066,2567,"Control"
"Entry Bio",0,"White",1,0,2.7,3.28207002870175,2568,"Control"
"Entry Bio",0,"White",0,0,4,3.65477865143632,2569,"Control"
"Entry Bio",1,"White",0,0,1.7,3.93812908760931,2570,"Control"
"Entry Bio",0,"White",0,0,3,3.80823500926168,2571,"Control"
"Entry Bio",0,"White",0,0,3,3.80438539416805,2572,"Control"
"Entry Bio",1,"White",0,0,2,2.98978545712203,2573,"Control"
"Entry Bio",0,"White",0,0,2.7,3.79800146778326,2574,"Control"
"Entry Bio",0,"White",0,1,3,3.60090380890449,2575,"Control"
"Entry Bio",0,"Other",0,0,2.3,3.43622447055628,2576,"Control"
"Entry Bio",1,"White",0,0,0,3.19730142334177,2577,"Control"
"Entry Bio",0,"Other",0,0,2.3,3.62534053658114,2578,"Control"
"Entry Bio",0,"Asian",0,0,2,3.90575821840215,2579,"Control"
"Entry Bio",1,"White",0,1,0.7,3.90126976337515,2580,"Control"
"Entry Bio",1,"White",0,0,3.7,3.47286248574571,2581,"Control"
"Entry Bio",1,"White",0,1,2.7,3.71307893709428,2582,"Control"
"Entry Bio",0,"Underrep Student of Color",0,1,4,3.61104283140863,2583,"Control"
"Entry Bio",0,"White",0,0,3.3,3.70550629447026,2584,"Control"
"Entry Bio",1,"Other",0,0,2.7,3.39408216977605,2585,"Control"
"Entry Bio",0,"White",0,0,4,3.49010251455299,2586,"Control"
"Entry Bio",0,"White",0,1,4,3.68077281220986,2587,"Control"
"Entry Bio",0,"White",0,0,2.3,3.86012109216849,2588,"Control"
"Entry Bio",0,"White",1,0,3.7,2.87163356279958,2589,"Control"
"Entry Bio",1,"Other",0,0,3,3.62794809532237,2590,"Control"
"Entry Bio",0,"White",1,0,1,3.76054122374157,2591,"Control"
"Entry Bio",0,"Asian",1,0,2.3,3.15788513597407,2592,"Control"
"Entry Bio",0,"White",0,0,3,3.00812433937707,2593,"Control"
"Entry Bio",1,"White",0,0,2.7,3.10677258495495,2594,"Control"
"Entry Bio",0,"White",0,0,2.7,3.29112555731121,2595,"Control"
"Entry Bio",1,"White",0,1,3,3.90896726042382,2596,"Control"
"Entry Bio",1,"Asian",0,0,4,3.7401546583251,2597,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2.7,3.47465403996398,2598,"Control"
"Entry Bio",0,"White",0,0,3,3.80145379674105,2599,"Control"
"Entry Bio",0,"White",0,0,3.3,3.16308786691908,2600,"Control"
"Entry Bio",1,"White",0,0,3,3.30938900695423,2601,"Control"
"Entry Bio",0,"White",0,0,2,3.38241871369177,2602,"Control"
"Entry Bio",1,"White",1,0,2,3.82466817174607,2603,"Control"
"Entry Bio",0,"White",0,0,1,3.60802330997815,2604,"Control"
"Entry Bio",1,"White",1,0,3.7,3.59564312813303,2605,"Control"
"Entry Bio",0,"Asian",0,0,2.3,3.41083703332547,2606,"Control"
"Entry Bio",1,"White",0,1,2.7,3.91399321496181,2607,"Control"
"Entry Bio",0,"White",0,0,2.3,3.66690901380338,2608,"Control"
"Entry Bio",1,"Other",0,0,3,3.69172136061286,2609,"Control"
"Entry Bio",0,"Asian",0,0,3,3.29637898760383,2610,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3,3.54231854235563,2611,"Control"
"Entry Bio",1,"White",0,0,2.7,3.30439466102331,2612,"Control"
"Entry Bio",1,"Asian",1,0,4,3.22067889722734,2613,"Control"
"Entry Bio",0,"Asian",1,0,1,3.38302399754896,2614,"Control"
"Entry Bio",1,"White",0,0,2,3.01188721060359,2615,"Control"
"Entry Bio",1,"White",1,0,3.3,3.33304089440627,2616,"Control"
"Entry Bio",1,"White",1,0,4,3.80549474119573,2617,"Control"
"Entry Bio",0,"White",1,0,1,3.6500288078966,2618,"Control"
"Entry Bio",0,"White",0,0,2.3,3.34316430881465,2619,"Control"
"Entry Bio",0,"White",0,0,2.7,3.67300147167335,2620,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.3,3.85522962833034,2621,"Control"
"Entry Bio",0,"White",0,0,0,3.79619311894904,2622,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3.7,3.81873271129558,2623,"Control"
"Entry Bio",0,"Other",0,0,3,3.98975564006214,2624,"Control"
"Entry Bio",0,"White",0,0,1.3,3.51439550074063,2625,"Control"
"Entry Bio",0,"White",0,0,4,3.75328943177305,2626,"Control"
"Entry Bio",0,"White",0,0,4,3.21507427796939,2627,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,2.3,2.78405303457392,2628,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.7,3.35110400082687,2629,"Control"
"Entry Bio",0,"Asian",1,0,1,3.46373967752056,2630,"Control"
"Entry Bio",0,"White",1,0,3,3.87982066811381,2631,"Control"
"Entry Bio",1,"Other",1,0,2.7,3.86609754993675,2632,"Control"
"Entry Bio",0,"White",0,0,2,3.62587345605687,2633,"Control"
"Entry Bio",1,"Other",0,0,2.3,3.5604009632402,2634,"Control"
"Entry Bio",1,"White",1,0,3,3.77674227522884,2635,"Control"
"Entry Bio",0,"White",1,0,0.7,3.60586089631492,2636,"Control"
"Entry Bio",0,"Asian",1,0,3,3.56813777491415,2637,"Control"
"Entry Bio",1,"White",0,0,2,3.37286254247338,2638,"Control"
"Entry Bio",1,"White",0,0,2.7,3.22567985135144,2639,"Control"
"Entry Bio",1,"White",0,0,4,3.9345088840103,2640,"Control"
"Entry Bio",0,"White",0,1,2.3,3.68391718133346,2641,"Control"
"Entry Bio",0,"White",0,0,3,3.93334044119006,2642,"Control"
"Entry Bio",1,"White",0,0,2.7,3.53419484014243,2643,"Control"
"Entry Bio",0,"White",0,0,3.3,3.92479990435497,2644,"Control"
"Entry Bio",0,"White",0,0,2.7,3.96367646900379,2645,"Control"
"Entry Bio",1,"Other",0,0,2.7,3.56555735767268,2646,"Control"
"Entry Bio",1,"White",1,1,2.3,3.539715276401,2647,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3,3.70990062977868,2648,"Control"
"Entry Bio",0,"White",0,0,2.3,3.82993203577081,2649,"Control"
"Entry Bio",1,"White",0,0,2,3.43189264728673,2650,"Control"
"Entry Bio",1,"White",0,1,3.7,3.48093418755926,2651,"Control"
"Entry Bio",1,"Underrep Student of Color",1,1,3.3,3.91815029181685,2652,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3,3.39181752155891,2653,"Control"
"Entry Bio",1,"White",0,1,2.3,3.17919710502667,2654,"Control"
"Entry Bio",1,"White",0,1,3.7,3.84947541883786,2655,"Control"
"Entry Bio",1,"White",1,0,3,3.46516527991122,2656,"Control"
"Entry Bio",1,"White",1,0,3.7,3.63097816503213,2657,"Control"
"Entry Bio",1,"White",0,0,2.7,3.68373141461633,2658,"Control"
"Entry Bio",0,"White",0,0,2,3.33115530203413,2659,"Control"
"Entry Bio",0,"White",0,0,3.7,3.47523833263959,2660,"Control"
"Entry Bio",0,"White",0,0,4,3.79986026310651,2661,"Control"
"Entry Bio",0,"White",0,0,0,3.95518873089408,2662,"Control"
"Entry Bio",0,"Asian",0,0,3,3.77362033462709,2663,"Control"
"Entry Bio",1,"Asian",0,0,1.7,3.85975796074014,2664,"Control"
"Entry Bio",0,"White",0,1,4,3.4948940381877,2665,"Control"
"Entry Bio",1,"White",1,0,4,3.31117232290108,2666,"Control"
"Entry Bio",1,"White",0,0,2.7,3.776784285707,2667,"Control"
"Entry Bio",0,"White",0,0,2,3.53258966327083,2668,"Control"
"Entry Bio",1,"White",0,0,2.7,3.86765012269498,2669,"Control"
"Entry Bio",0,"White",0,0,4,3.26957917839807,2670,"Control"
"Entry Bio",1,"Asian",1,0,1.7,3.69631255099011,2671,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3.3,3.31064204497865,2672,"Control"
"Entry Bio",1,"White",1,0,1,3.51134032390618,2673,"Control"
"Entry Bio",1,"White",0,0,2,3.95967008969079,2674,"Control"
"Entry Bio",1,"Other",0,0,2.3,3.01701951612355,2675,"Control"
"Entry Bio",0,"White",0,0,3,3.85178291366221,2676,"Control"
"Entry Bio",1,"White",0,0,2.3,3.62382997048233,2677,"Control"
"Entry Bio",1,"White",0,0,1,3.70955356493784,2678,"Control"
"Entry Bio",1,"Other",0,0,3,3.51021735777567,2679,"Control"
"Entry Bio",1,"White",0,1,2,3.57409213054793,2680,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3.7,3.68773706058885,2681,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,4,3.98489162988467,2682,"Control"
"Entry Bio",1,"Other",0,1,2,3.31681507841036,2683,"Control"
"Entry Bio",0,"White",0,0,3,3.67741747879492,2684,"Control"
"Entry Bio",0,"Other",0,0,1,3.55825538189868,2685,"Control"
"Entry Bio",1,"White",0,0,4,3.10057567444258,2686,"Control"
"Entry Bio",1,"White",0,1,3.7,3.39845742956183,2687,"Control"
"Entry Bio",1,"White",0,0,3.7,3.68411147080645,2688,"Control"
"Entry Bio",0,"White",0,1,1.7,3.5595397671695,2689,"Control"
"Entry Bio",0,"White",0,0,0,3.75464206206302,2690,"Control"
"Entry Bio",1,"White",0,0,0.7,3.73830310613425,2691,"Control"
"Entry Bio",1,"White",0,0,1.7,3.58593614848343,2692,"Control"
"Entry Bio",0,"Asian",0,1,2.3,3.33355621171992,2693,"Control"
"Entry Bio",1,"White",0,1,3,3.86674809948262,2694,"Control"
"Entry Bio",1,"Other",0,0,2.3,3.66939680276428,2695,"Control"
"Entry Bio",0,"White",0,0,3.3,3.95464625345796,2696,"Control"
"Entry Bio",1,"White",0,0,3.3,2.93407841150937,2697,"Control"
"Entry Bio",0,"White",0,0,4,3.53430621546398,2698,"Control"
"Entry Bio",0,"Asian",0,0,2.7,3.93467439012456,2699,"Control"
"Entry Bio",0,"White",0,0,2,3.26921631554981,2700,"Control"
"Entry Bio",0,"Asian",0,1,2.3,3.6286003547017,2701,"Control"
"Entry Bio",0,"White",1,0,2,3.20854616950171,2702,"Control"
"Entry Bio",0,"White",0,0,3,3.31076157654285,2703,"Control"
"Entry Bio",1,"White",0,0,2,3.85067831595321,2704,"Control"
"Entry Bio",1,"White",0,0,3,3.12761489361409,2705,"Control"
"Entry Bio",0,"Asian",0,0,2.3,3.50539779363952,2706,"Control"
"Entry Bio",0,"White",0,1,2,3.55376130259136,2707,"Control"
"Entry Bio",0,"White",0,0,3.3,3.78140584615677,2708,"Control"
"Entry Bio",0,"White",0,0,2.3,3.79914250885938,2709,"Control"
"Entry Bio",0,"White",0,0,3.3,3.57924217048652,2710,"Control"
"Entry Bio",0,"White",1,0,2.7,3.43020030619117,2711,"Control"
"Entry Bio",1,"White",0,0,2,3.76905766627132,2712,"Control"
"Entry Bio",1,"White",0,0,1,3.46886019176056,2713,"Control"
"Entry Bio",1,"White",0,0,4,3.25412126308949,2714,"Control"
"Entry Bio",1,"White",0,0,1.7,3.74077789145537,2715,"Control"
"Entry Bio",0,"White",0,0,1.7,3.41935294741436,2716,"Control"
"Entry Bio",1,"White",0,0,2.3,3.11613244680134,2717,"Control"
"Entry Bio",0,"White",0,0,2,3.3790074475277,2718,"Control"
"Entry Bio",0,"White",0,0,2.7,3.49662939572213,2719,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2.7,3.53939081705899,2720,"Control"
"Entry Bio",1,"White",1,1,3.3,3.59253033483868,2721,"Control"
"Entry Bio",0,"White",0,0,0,3.01015960779333,2722,"Control"
"Entry Bio",0,"White",0,0,4,3.37745510664417,2723,"Control"
"Entry Bio",0,"White",0,0,3,3.79905260562639,2724,"Control"
"Entry Bio",0,"White",0,0,2.3,3.68526768790231,2725,"Control"
"Entry Bio",0,"White",0,1,2.7,3.0341011663993,2726,"Control"
"Entry Bio",0,"Other",0,0,2,3.88569460167217,2727,"Control"
"Entry Bio",1,"Asian",0,0,3,3.2040087357117,2728,"Control"
"Entry Bio",0,"White",0,0,3.3,3.96782722693302,2729,"Control"
"Entry Bio",1,"White",0,1,0.7,3.21189601102656,2730,"Control"
"Entry Bio",1,"Other",0,0,2,3.75075505928989,2731,"Control"
"Entry Bio",0,"Other",0,0,4,3.58662556167286,2732,"Control"
"Entry Bio",1,"White",0,0,1.7,3.72293263556231,2733,"Control"
"Entry Bio",1,"Asian",0,0,2.3,3.41263474710383,2734,"Control"
"Entry Bio",0,"White",0,0,4,3.95767987932737,2735,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,2,3.16332138551367,2736,"Control"
"Entry Bio",0,"White",0,0,3.7,3.83148444106279,2737,"Control"
"Entry Bio",0,"White",0,1,3.3,3.84597376316054,2738,"Control"
"Entry Bio",0,"White",0,0,4,3.94059544063543,2739,"Control"
"Entry Bio",1,"Asian",0,1,4,3.36316427793288,2740,"Control"
"Entry Bio",0,"Other",0,1,1.7,3.90395063052422,2741,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,1.3,3.73390093554783,2742,"Control"
"Entry Bio",0,"Underrep Student of Color",0,0,3.3,2.98775024635429,2743,"Control"
"Entry Bio",1,"White",1,0,3,3.34850462649332,2744,"Control"
"Entry Bio",0,"White",0,0,3.7,3.12287095105982,2745,"Control"
"Entry Bio",0,"Asian",0,0,2,3.46922318266769,2746,"Control"
"Entry Bio",1,"White",0,0,0.7,2.63527669712669,2747,"Control"
"Entry Bio",0,"White",1,0,3,3.6278972718024,2748,"Control"
"Entry Bio",1,"Asian",0,0,1.7,3.45927552516219,2749,"Control"
"Entry Bio",0,"Asian",0,0,3,3.71760944052444,2750,"Control"
"Entry Bio",0,"White",0,0,3,3.62714563138973,2751,"Control"
"Entry Bio",0,"White",0,0,2.7,3.24181014993541,2752,"Control"
"Entry Bio",0,"White",0,0,2,3.81038700332243,2753,"Control"
"Entry Bio",1,"White",0,0,3.7,3.88329778408096,2754,"Control"
"Entry Bio",0,"White",1,0,3.7,3.22063711294901,2755,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,4,3.89555403203486,2756,"Control"
"Entry Bio",0,"White",0,0,3.7,3.92530687097922,2757,"Control"
"Entry Bio",1,"White",0,1,1.7,3.38716847386387,2758,"Control"
"Entry Bio",1,"White",0,0,3.3,3.49057018046278,2759,"Control"
"Entry Bio",0,"White",0,0,4,3.2450727224987,2760,"Control"
"Entry Bio",1,"White",0,1,1.3,3.76956522135544,2761,"Control"
"Entry Bio",1,"White",0,0,4,3.13159066506073,2762,"Control"
"Entry Bio",0,"White",1,0,2.3,3.87985668057117,2763,"Control"
"Entry Bio",0,"White",0,1,2.7,3.82695710896608,2764,"Control"
"Entry Bio",0,"White",0,0,2.7,3.60211153370689,2765,"Control"
"Entry Bio",1,"Other",0,0,2.3,3.61430437027861,2766,"Control"
"Entry Bio",1,"Underrep Student of Color",0,0,3.3,3.92815524494714,2767,"Control"
"Entry Bio",1,"White",0,0,4,3.28718980051476,2768,"Control"
"Entry Bio",0,"White",0,0,2,3.96570127745349,2769,"Control"
"Entry Bio",1,"White",0,0,4,3.63590332452868,2770,"Control"
"Entry Bio",0,"White",1,0,2,3.46555333135492,2771,"Control"
"Entry Bio",0,"White",0,0,2,3.84862762366188,2772,"Control"
"Entry Bio",1,"White",0,0,1.3,3.34108853916699,2773,"Control"
"Entry Bio",1,"White",0,1,3,3.94793057656196,2774,"Control"
